time_spent_on_video,time_spent_on_audio,time_spent_on_reading,time_spent_on_writing,time_spent_on_quizz,time_spent_on_flashcards,time_spent_on_projects,completed_exercices,completed_quizzes,completed_flashcards,text_quizzes_accuracy,visual_quizzes_accuracy,most_preferred_resource_type_audio,most_preferred_resource_type_practical,most_preferred_resource_type_text,most_preferred_resource_type_video
2.2704762597207924,-0.6490902480945384,-1.4083551785525446,-1.4384706257252986,0.250127430399609,-0.5102428912568189,-1.1171582041564894,-1.108688004338262,-0.47421620796329983,0.9797242664028895,0.6318829173797686,0.8325094276141153,1.8245559265213902,-0.5642619624731064,-0.5958301353032602,-0.6012240747167903
-0.6073323306641595,0.08679818894840023,0.9444253689880103,-0.20460396458949054,-1.4874700003986558,0.25156548178772037,0.00041951394015084036,0.6213883143533097,1.6133092856389002,1.330911385823228,-0.4216491992635424,0.3129628584118734,-0.548078568304865,-0.5642619624731064,-0.5958301353032602,1.6632733818436247
1.2505096514307454,-0.9044572614989426,-0.43967094304936116,0.8621072704371258,0.34199640880816456,-1.4778806402225368,0.5810212701948976,0.6213883143533097,1.149414731505078,1.6820985052435666,1.2908181102187934,0.7717743969114473,-0.548078568304865,-0.5642619624731064,-0.5958301353032602,1.6632733818436247
-0.42537607942560673,0.3512142948076961,0.9420347446877196,0.1438697130705843,1.0373641016514807,-0.4005396242774884,0.7258907731215667,0.1888692346804167,0.9174674544381669,0.6285371469825509,-0.33782088449160175,0.33537048030841055,-0.548078568304865,1.7722264949724689,-0.5958301353032602,-0.6012240747167903
0.80626916013613,0.8689601782107981,0.32279309658855065,-0.24929967352336557,-1.4874700003986558,-0.7486965269646508,-0.34671731241613984,1.1980804205838336,0.22162562323743354,1.5065049455333974,1.6616170154309255,-1.0425878937569233,-0.548078568304865,-0.5642619624731064,-0.5958301353032602,1.6632733818436247
-1.727373745359613,-0.4553999960248343,-1.3004313953591031,0.824539450930415,0.7689353621562685,-0.6276320562709538,3.2200304148604464,2.223150249177086,1.381362008571989,-1.65417912924965,-0.7259825180573667,0.1185308953338591,-0.548078568304865,1.7722264949724689,-0.5958301353032602,-0.6012240747167903
1.3162225746303158,-0.3273302126246533,0.6840433963444755,-1.5089405061732954,3.317046812115305,0.7689409266684865,0.06307341867737935,0.7655613409109406,-1.1700580391640332,1.6820985052435666,-0.09361789217324555,-0.604030416195577,-0.548078568304865,-0.5642619624731064,-0.5958301353032602,1.6632733818436247
-0.21260266368335623,-0.6787848269432275,1.0797904586460736,-1.1767730818059698,-0.6177308037979924,-1.4778806402225368,-0.42656796548370074,0.7655613409109406,-1.6339525932978554,-1.4785855695394805,-1.00474551668735,0.07356154649676787,1.8245559265213902,-0.5642619624731064,-0.5958301353032602,-0.6012240747167903
-0.5349812280977313,1.2514197970036298,0.9004721049288724,-0.36108353775723134,0.4885494293713234,-1.4778806402225368,-0.24447998460403014,-1.397034057453524,0.9174674544381669,1.330911385823228,-0.06205292312246147,-0.6597853125600923,-0.548078568304865,-0.5642619624731064,-0.5958301353032602,1.6632733818436247
0.521034205497646,-0.31501691712732716,0.8244666906742569,-1.1359884642741356,1.670497281071896,-0.11485043085583309,-0.2256794108130123,-1.108688004338262,1.6133092856389002,0.10175646785204301,-1.3308842871338182,0.29566228948087925,-0.548078568304865,-0.5642619624731064,-0.5958301353032602,1.6632733818436247
-0.36699715097201613,0.2296266944387465,-0.6972402484119681,-0.4921164042316692,-1.4874700003986558,1.5996129698499126,-1.1171582041564894,-0.24364984499247622,-1.1700580391640332,-1.127398450119142,1.4873536531573515,0.2641924753968139,-0.548078568304865,-0.5642619624731064,1.6783306864649084,-0.6012240747167903
1.0266584252071533,1.5089558592857726,0.1238181219349648,-1.4400368339068017,0.19150837051789407,-0.5604601152812964,0.14533821032717628,-0.6761689246653692,0.22162562323743354,1.6820985052435666,-1.1719697799718727,-0.04193528354511727,-0.548078568304865,-0.5642619624731064,-0.5958301353032602,1.6632733818436247
0.3255156099723044,-1.3223381311564557,2.2654545367109926,1.7443342238429802,-0.09533547762442225,1.4890720394129284,0.021371252929007174,1.0539073940262025,1.149414731505078,1.330911385823228,1.3514881778576504,1.2118700025028346,-0.548078568304865,1.7722264949724689,-0.5958301353032602,-0.6012240747167903
-0.42189377956883145,-0.25683576533766544,-1.4083551785525446,0.5536135337886741,-0.9437440161840679,-0.48565192203515883,0.26474303853383935,0.9097343674685716,-0.47421620796329983,-0.07383709185812629,0.17142987627006576,1.2126180670921873,-0.548078568304865,-0.5642619624731064,-0.5958301353032602,1.6632733818436247
1.0725943729232676,0.36587539127821334,2.194669147218058,1.9463089209469993,0.7614729579621394,1.8150638354043078,1.6322945742799275,1.1980804205838336,0.45357290030434466,-1.127398450119142,0.21717680094149444,-0.42088352757598496,-0.548078568304865,1.7722264949724689,-0.5958301353032602,-0.6012240747167903
-1.727373745359613,-0.5644586135995027,0.05303203041827276,2.0497057597159363,1.2332094727625271,-1.1330797279431588,0.2849742658514995,1.1980804205838336,1.6133092856389002,0.6285371469825509,-0.6778248662495544,-0.34504727670240665,-0.548078568304865,1.7722264949724689,-0.5958301353032602,-0.6012240747167903
1.4365933182980315,-1.416763262149363,0.1011440622653069,-0.9050953514128648,1.33484614479414,-0.07815597789595294,0.8557974817466065,1.3212527099559124,-1.1700580391640332,-0.7762113306988034,0.8637988034259546,-0.18607285269394244,-0.548078568304865,1.7722264949724689,-0.5958301353032602,-0.6012240747167903
