time_spent_on_video,time_spent_on_audio,time_spent_on_reading,time_spent_on_writing,time_spent_on_quizz,time_spent_on_flashcards,time_spent_on_projects,completed_exercices,completed_quizzes,completed_flashcards,text_quizzes_accuracy,visual_quizzes_accuracy,most_preferred_resource_type,learning_profiles
7.358753425436883,2.270759727330828,1.4095191851051982,0.771837283533825,1.9504621044206591,0.9822579042691673,4.349628115171384,5.0,8,8,51.342520661460014,64.02478732576853,video,Auditivo
5.277661145172843,3.262508351176619,3.906389533182748,1.73813833252442,1.2445246094366054,1.5417508054195208,0.0,0.0,0,10,85.01029965224495,96.2692942306499,practical,Auditivo
6.9430656143020775,1.4151601580000774,5.850360192618351,1.2411096135366824,1.741437563819507,1.231433316217355,1.3444098882450737,10.0,13,19,98.50116967936351,71.88026752550664,practical,Leitura/Escrita
15.045823465665316,2.3840769407219193,5.474605846299427,1.9040083625177244,3.07209759127655,2.1656270704191796,1.9166799532373304,12.0,4,19,96.77451418996225,98.94779997033277,practical,Visual
6.2974004195256095,0.0,0.0,2.5716993785776223,3.916784982545771,3.795767797192869,2.031817316799262,11.0,13,10,69.71492612281544,91.62311912379884,video,Visual
4.297589129152458,3.4265874147458772,8.504336325501432,6.771906746681211,2.8557309962953603,0.9353708175805249,2.3609921121561626,0.0,7,6,76.02425146852354,100.0,practical,Leitura/Escrita
9.737638446522174,3.0024109507244483,0.0,2.357681922588595,2.643343840712281,3.501230746652621,5.56241462906453,17.422402985017204,0,13,100.0,100.0,video,Cinestésico
7.302304187458726,1.3658227378636187,2.110346342908569,0.0,5.3027281901248084,0.8274918914796685,4.807940286020397,0.0,6,5,83.93249592124643,79.48238762689235,audio,Cinestésico
4.228686338407082,6.779392168127315,2.535178472645366,5.280135692990321,1.5307452904227168,0.7285591812546737,1.2638834357126387,2.0,1,3,73.72385851053983,79.64752106506285,practical,Auditivo
8.244824534032226,7.170122511166541,5.899980478213715,1.3258197327699208,3.5463790075503607,3.22789192751482,1.1848213106806087,14.0,6,5,82.5505062649577,85.18679818974888,audio,Auditivo
4.541867559570527,0.0,4.067892558030607,2.8825591457907427,1.567905802473082,3.3829045670114253,0.7769683959232907,8.0,6,2,68.46000245929339,100.0,audio,Auditivo
3.6028107392892297,1.4745504428675715,0.0,4.348514534588782,2.6465344370163395,3.9023705862649503,3.5750866486537305,13.0,8,5,85.27641165346002,76.01601225057637,video,Leitura/Escrita
5.725886814698102,1.4617153004254035,1.2775167917024097,4.9051550687517524,1.8296561528143227,0.026558418321354336,0.7069430410469708,7.0,5,2,86.43767824549535,55.60980748935036,video,Leitura/Escrita
0.0,1.1201937977822707,6.194625281838746,6.900571115240866,1.9162217260207837,1.3685871009058557,3.6935422180164887,3.0,3,0,93.07108856410149,78.6706909437638,audio,Leitura/Escrita
0.0,4.658949683863497,4.179813377147638,3.9580062867855177,1.4339202238066853,3.2344828880049823,2.037998164519742,19.0,6,17,60.226044672559574,71.1007716909841,text,Visual
3.455776749765213,3.558975859639347,2.2626276710927606,1.277380840605784,4.017281046771042,2.062312760845842,0.9574903862877409,19.0,6,3,80.33141960323873,78.16916966306223,audio,Auditivo
1.9615066389967284,2.4709703173787787,3.8196522597276337,9.473567566906267,0.9006109428371973,0.4140599757819469,3.23681443148827,5.0,3,5,62.23063210026683,92.2672929490192,practical,Leitura/Escrita
5.942741997785822,0.0,6.088503991477867,3.3886669266764664,1.1405321404204578,2.6874769086881627,0.9922464645900557,0.0,1,16,100.0,84.51143479158364,practical,Cinestésico
2.275927773436367,4.2708360604184525,3.5945391012046097,3.538658844775231,5.181490348767664,0.9577997615560647,3.2763680814564258,17.0,12,17,72.43903726730423,66.10194097599788,audio,Leitura/Escrita
1.20283068947028,0.5214832102930549,4.390677860671321,4.927850846111141,3.4667713469814974,4.691787272588318,2.4254522423835696,5.0,10,5,50.176588448611824,77.02884527390029,practical,Visual
9.396946306764661,3.1198652605326567,10.509809764241629,3.4989018918601444,0.0,4.317262193627387,1.385177537281973,19.089110141406362,8,1,100.0,61.869552901354474,practical,Cinestésico
5.432560909633454,3.5547538759163833,0.0,3.798456385878654,1.1521118911843946,2.9061461395333508,3.0572696306691185,10.0,13,11,67.18387716308796,100.0,practical,Visual
5.202584614063771,5.7213171916773025,0.0,7.984367997201374,0.0,4.04151005715466,6.880284135161021,25.817377965658014,7,11,76.4244643684728,88.82450410387438,practical,Cinestésico
0.7257554413596292,0.38235920176177585,6.35076899439582,2.4497571434899066,0.6359453373199764,2.0971870251850717,6.686194116925231,11.51337318683558,4,3,49.569822126156595,61.13766733987348,video,Cinestésico
3.366851826424452,0.0,2.6376495449091117,3.3727536266437155,0.0,3.454536624533643,3.932294024818592,6.0,13,15,79.8062008267294,100.0,audio,Leitura/Escrita
6.4704320727940505,5.369087662820661,3.045287416772139,3.2331570240249277,1.7945156334590864,4.216580442953113,2.982548041452566,13.0,4,19,100.0,71.74561187198768,audio,Auditivo
1.9310669254949908,8.172571936075494,1.6565308656066575,5.143031871162077,0.2870872712580326,2.368248022691469,0.0,16.0,0,9,85.57411599735862,79.43293255562794,audio,Auditivo
6.127094055037016,5.477892705878874,3.2205995776974623,0.0,2.4008613877224234,1.6172192427285745,14.461971584741539,10.784844681307378,10,9,49.487465593689066,70.18030015571485,text,Cinestésico
3.999767830551859,4.307799821863098,8.795614336289024,0.0,0.0,0.0,0.0,15.0,8,6,63.55231647765368,81.3013837602567,audio,Auditivo
6.16318979448726,2.0167276287359055,6.798408373307784,1.8257694587597049,2.12436777975806,1.875299711417759,3.898526348564618,11.0,10,13,88.77271767463166,83.71976015017843,text,Visual
3.1948801633118094,4.614245193274621,10.511608975424346,0.0,1.3776255828195092,3.5411190552922065,2.862567633772597,11.0,13,6,92.83837490230226,54.0357965725665,text,Leitura/Escrita
12.752305383805325,1.4048160103834353,0.0,2.150337304948723,4.252929447782893,3.4184501413514443,0.0,4.0,9,11,67.70977109185125,92.6026401311472,audio,Auditivo
5.431716461108062,5.004557762100492,0.5465387903413923,4.004999392258581,4.1170352926184375,2.7565475985776144,1.7513981222430017,4.0,10,10,80.9560353977741,62.577926065114,audio,Auditivo
1.853570077880504,5.529601716038561,0.0,1.2185022728954729,3.1780184045154245,1.1880513575566403,1.842494227510719,13.0,7,16,57.027640427166965,88.75665704461012,audio,Auditivo
7.4676347363095665,5.12041981499776,1.5718575367517378,0.14634684643731521,1.8748470193777653,0.0,7.748446957479244,6.436972030282359,4,10,55.39487578365508,72.84739446282396,text,Cinestésico
1.3374690500869333,8.519320077822155,6.870109559156975,3.138674323430696,6.097046693594347,1.2571773529928973,1.29634288735352,9.673409351452673,9,2,37.60062727563717,77.04111941548351,text,Cinestésico
5.626590785014266,3.784831934357534,5.550839547245113,4.7250869692303406,0.0,1.5434826934190728,3.5083333566528707,23.476943507992484,5,18,88.88080511014168,83.15821646589434,video,Cinestésico
0.0,1.9820727485850025,3.3354602111436282,0.0,0.0,1.530606549214979,0.0,11.323195876829601,11,3,73.42236794847001,77.52146880880824,text,Cinestésico
1.3413218037874866,2.948851375616011,4.340271528129181,4.640464796611968,1.874325350166403,2.9278345354668867,5.469525586247155,12.0,9,7,75.06333179637886,90.66827099002556,text,Visual
5.590583707607371,0.0,2.7137714587420096,6.634463812276656,5.381057163381679,6.219354050966247,0.0,8.0,10,13,30.72976928457572,64.37701197496082,audio,Leitura/Escrita
7.435660112765725,2.036111640355039,4.614276647205353,4.908170204313256,1.6964916396948686,2.1852938027616395,2.65382172847835,15.0,9,19,74.2554939199584,90.55327315926203,practical,Auditivo
6.984430299412059,2.181435123773792,6.73578287312791,5.4369604297433725,1.725132135186077,1.6749023162653076,1.7971843405562722,3.0,7,13,83.26583261871218,64.09444508127535,practical,Visual
4.653055152835279,1.951823204130815,0.0,7.404027849319232,0.0,1.6111672804938613,3.294083254463605,1.2552166177000281,5,15,43.65829827825972,62.76167945767914,audio,Cinestésico
4.613656355670591,5.219299117073753,4.898943063512045,2.2878159027618894,3.4188943779055676,2.1865771503615714,3.61972396974175,12.0,9,14,75.66299877522385,83.68522663680099,video,Auditivo
0.6362405562022697,2.1296214263145563,6.797304612864002,3.219143160155716,3.4297643814940306,0.7575593594774015,5.34252492060727,12.0,13,11,74.00240182046412,90.74319782533337,video,Auditivo
3.0930223090583726,7.482535877699245,2.754699133109891,2.167123133503949,3.183612802099865,2.1802978381190825,2.5029873398839833,18.0,3,15,68.02047241693104,79.2573387673562,practical,Auditivo
3.618083687120637,3.000414129836394,9.012694542630271,4.331541391399248,1.0561689907289564,3.3112693737311085,3.310156035261052,11.0,2,19,100.0,97.3829793999485,text,Leitura/Escrita
8.171366678656748,2.981399357722771,15.16668450835075,7.353253352687308,0.9399398474404914,2.7488298058663823,2.6577830734540817,3.0,6,18,97.24065255986275,62.4962050284496,text,Leitura/Escrita
6.030854868705385,2.3442105669741644,5.476373000792912,0.3462647551559432,0.06031662439254437,2.824043284301872,4.035062847861253,9.0,12,4,100.0,57.520460026595586,video,Leitura/Escrita
0.0,3.3103813677179583,7.749118066001127,1.5451235014375913,2.1258087526414005,3.36029072070198,1.0741672410273457,15.0,1,11,61.98807905118165,87.57374362266245,audio,Leitura/Escrita
5.972251908184385,4.650196529335269,2.226606496590668,8.042361259686018,0.37938900608224735,0.0,4.1507811088328275,18.0,6,4,86.17299417311952,76.83451686651743,text,Leitura/Escrita
3.8447531587510504,1.2657395685781994,4.543753487806152,5.04007301380418,0.2909877425090275,2.955305237593105,8.291987588053711,8.529791833363898,0,9,97.49809737942131,90.55641526584297,text,Cinestésico
2.9692339990821237,1.6837670218494867,5.380814874946911,2.273736706365844,1.5854472755364561,0.9934777315063195,9.759903363976779,7.579654988692689,12,16,64.61707315489637,59.59080854770536,practical,Cinestésico
6.835028866522604,2.3925479424466705,4.584527020810414,4.70880400224144,1.669915632759255,0.35624125549406305,1.2058932400772735,4.748788415202709,9,14,100.0,70.32709752739572,practical,Cinestésico
12.529960891306182,0.3082581530535702,1.0313716389949243,3.6824316849840666,1.1930322067670673,0.3433222582175057,1.6633247315256183,6.0,4,7,80.47355892019199,100.0,audio,Visual
7.7938403573485955,1.3614842805570044,6.648098858280088,8.305584432312626,2.6996668952603917,3.1947713344125037,2.47893397756087,13.0,14,7,52.52037394582831,71.9847643671266,audio,Leitura/Escrita
2.4823474303320845,2.047558252910682,8.386587816152911,3.149019187653545,2.3859753931948746,1.6661376091627207,0.0,18.327892381639874,8,7,55.7119107224149,98.53164527851878,audio,Cinestésico
4.072362872446356,4.748778361425455,5.345907293543582,5.051264227745165,2.0923605489803285,0.0,7.852619792980879,5.738888714739497,12,9,66.29468188606654,87.46845647704852,practical,Cinestésico
5.993790294210692,3.52512265800385,6.8859615672155225,8.28402382098524,2.6875984916825937,2.717056722788425,4.361792753695428,10.603532075645619,14,19,73.67653500662401,71.30831471946402,video,Cinestésico
12.11711094730667,3.3871798227350887,3.5045617534657905,4.196198310094933,0.5127094383430517,0.0,2.567855775209443,2.0,12,12,93.57661548373851,100.0,video,Visual
3.56247728646413,4.701795924335944,8.316313808080928,4.479068033538112,2.157917935864517,2.7946271984193065,0.8459911205455941,9.0,0,15,78.11460264931995,79.89532439722464,text,Leitura/Escrita
4.4430230700085485,2.725256423201207,4.837803514649578,4.444893970441958,2.7829770580802515,2.3577483885095813,0.0,17.296402751973716,7,8,92.98940272281416,78.63363036352935,practical,Cinestésico
1.6809950779819154,3.7809296998577793,1.3912238275040407,2.817883255985707,0.0,3.8696434273344886,0.791940229050458,19.0,8,15,81.77518834941286,73.80203167879209,audio,Leitura/Escrita
1.9906534381999181,2.7935564941350077,5.6098748441685276,7.775935411049464,3.4935406315555433,4.672527179700277,2.438408375267177,16.0,8,9,75.18569502381156,89.51456283115532,text,Visual
7.437577467182594,3.530724698799257,1.0249100096790684,3.360142075391963,0.8972382510661099,0.0,5.533956012067505,6.101504322601081,7,2,70.62085047088557,59.349489585166914,text,Cinestésico
12.273891612413864,1.8344826847768358,2.246542084067844,2.4541333595489743,2.1354646988096526,1.9212892159054258,2.3235830812054403,2.0,3,13,89.73036841348271,94.86576931876584,audio,Visual
6.1908178845420085,0.0,4.567984921877122,1.3286219899599276,3.7466176108029057,1.585497057433674,2.693448032483901,17.0,13,12,76.94216584825335,81.62120261486962,practical,Auditivo
8.010598693676073,2.7314416756273916,4.891732820140372,5.194440383212877,4.140727218768143,2.650624528941443,2.34125082231801,6.823020263805455,13,3,64.01167976511648,68.91075992331871,audio,Cinestésico
6.084908075142902,5.84549627219988,0.43230260476861293,4.734374825655477,2.762520849607595,2.323503156400428,4.7385127546758605,16.348015488358108,6,3,79.98119408938871,58.063951841949155,text,Cinestésico
3.0646407361846273,4.852430804483185,9.125978073035665,2.7414446043883447,1.4562514956768973,1.838923950778726,4.965665732771814,0.0,0,5,71.57431066369173,71.23991480872772,text,Leitura/Escrita
6.084186816525242,4.930794969182341,5.716018834901419,4.152902690244845,4.2253200162440585,1.3386467170837166,6.744707116683864,23.357637910332876,6,18,67.31116993508995,80.16900293154399,video,Cinestésico
9.614109699397908,5.472261443612435,1.8858146931673483,0.0,3.331216784460176,0.3253237172239287,6.836758351652041,3.03493011382663,5,10,92.73972792743484,77.57260294480686,text,Cinestésico
4.892521882670145,3.177315181922875,0.0,3.3699411501463126,1.2170600244627543,3.481792373609764,5.158973783550322,23.381725470534683,4,7,72.60950571071339,80.72249276327649,practical,Cinestésico
9.693930967442018,3.394631414811191,3.565286262755706,3.905512704153389,1.0933203811461891,2.688806272399294,0.0,33.08978654726691,0,13,100.0,88.9078401679113,video,Cinestésico
0.0,1.7646962091312997,3.7791490111874264,8.526825968326015,0.0,4.128980812697262,0.0,11.0,7,7,92.3486620664897,57.73970918910211,practical,Leitura/Escrita
7.465707513125672,2.3678542879459004,6.384244231824616,1.9859615756441658,2.2310477625253813,1.6918876010864428,2.9097516013276867,7.0,9,13,68.89675230048998,74.01880131566274,audio,Leitura/Escrita
5.261141204714514,4.231542299542284,2.9106500165333005,0.44329474239535127,2.521567383068308,1.0147467969583543,3.0721974136651093,11.588840500454213,0,6,62.48356524867744,81.54011037335464,practical,Cinestésico
4.547821154491853,6.970848419536761,0.0,1.2091440781499165,3.7042870619638135,0.38252740005615826,2.879685772945656,14.0,0,17,56.38860273544613,81.91052025584398,practical,Auditivo
5.275282329606507,2.721107448638001,2.834959185096525,0.32686299937016017,3.0105020662993733,2.5383763756109894,10.28738992585437,13.001079273561945,13,11,84.08914306767214,90.93038794484028,text,Cinestésico
0.0,2.0996214702971767,4.729976650085901,7.854622872132289,4.0013437912590355,0.49249273765942847,3.4520719984586674,19.0,14,13,66.06888123678614,71.94752470752914,practical,Leitura/Escrita
4.340984336487464,3.001055917713195,7.473991723568149,7.5009667611923945,0.9539536581257437,5.019415900022204,4.517772411485643,0.0,2,14,44.6889115688021,75.79957230032842,text,Leitura/Escrita
6.07133771453524,4.202413497858229,2.398880703646964,5.007603541663953,3.7072254964514277,0.043142377745748604,2.1893627789414603,15.0,12,17,53.09738458984466,63.876844506771604,audio,Leitura/Escrita
9.433682134224547,0.11229036773291634,13.671006842834679,6.353280131508629,1.2066254313430171,2.415707002156052,0.3855686450311204,13.0,7,11,63.73237442692329,80.82366870660428,text,Leitura/Escrita
3.445189345179058,0.0,0.0,3.9080369895724134,3.1663940926884084,4.943786147625608,1.884267681571318,6.0,7,9,84.0948946461583,61.94324001707899,video,Leitura/Escrita
2.5745191913204373,1.898926301016833,7.9335024934078735,2.809776704598468,0.0,2.8986346388957136,0.6535606290603316,7.275698902495982,13,11,73.76065203206767,85.91699464768914,practical,Cinestésico
4.303175413839402,0.6774827453328096,3.3270430873656855,2.3339247618924768,2.3527029490492826,2.263510568737669,5.116589913544896,3.0,14,7,89.14263262998733,92.71712687167025,video,Auditivo
